"id1","id2","id3","id31","id4","id41","hhmid","HHMID1","s10aiv_a31","s10aiv_a32","s10aiv_a33","s10aiv_a341i","s10aiv_a341ii","s10aiv_a341iii","s10aiv_a342i","s10aiv_a342ii","s10aiv_a342iii","s10aiv_a343i","s10aiv_a343ii","s10aiv_a343iii","s10aiv_a351i","s10aiv_a351ii","s10aiv_a351iii","s10aiv_a352i","s10aiv_a352ii","s10aiv_a352iii","s10aiv_a353i","s10aiv_a353ii","s10aiv_a353iii","s10aiv_a36i","s10aiv_a36ii","s10aiv_a37i","s10aiv_a37ii","s10aiv_a38","s10aiv_a39i","s10aiv_a39ii","s10aiv_a40i","s10aiv_a40ii","s10aiv_a41","uniquehhmid","hhno"
5,12,170,"170",22,"022",2,"02",10,10,10,"BUY CLOTH",40,0,"BUY SLIPPERS",20,0,"UTENSILS",40,0,,,,,,,,,,20,0,30,0,2,30,0,50,0,2,"17002202",105170022
7,133,259,"259",8,"008",2,"02",9,10,10,"BUY CLOTH",30,,"BUY FOOTWEAR",25,,"MATERIALS",45,,"UTENSILS",65,,"PANS",12,,"OTHER UTENSILS",23,,15,,30,,2,15,,30,,2,"25900802",107259008
5,14,174,"174",8,"008",1,"01",10,10,10,"BUY CLOTH",50,0,"INVEST IN FARM",50,0,,,,,,,,,,,,,5,0,5,0,1,5,0,8,0,2,"17400801",105174008
3,40,90,"090",18,"018",2,"02",10,10,10,"BUY CLOTH",100,,,,,,,,"BUY NEW DRESS",100,,,,,,,,3,,2,,2,5,,5,,2,"09001802",103090018
6,100,197,"197",41,"041",1,"01",10,10,10,"BUY CLOTH",50,,"INVEST IN AGRICULTURE",25,,"CHILDREN EDUCATION",25,,,,,,,,,,,2,50,4,,2,10,,15,,1,"19704101",106197041
2,31,38,"038",59,"059",2,"02",5,4,4,"BUY CLOTH",100,,,,,,,,,,,,,,,,,3,,3,,1,,,,,,"03805902",102038059
3,41,88,"088",20,"020",2,"02",10,10,10,"BUY CLOTH",100,,,,,,,,"WILL BUY PHONE",100,,,,,,,,2,,3,,2,3,,3,,2,"08802002",103088020
4,58,130,"130",9,"009",2,"02",10,10,10,"BUY CLOTH",40,,"BUY LADIES FOOT WEAR",20,,"BUY BABY ITEMS",40,,,,,,,,,,,4,50,5,,2,,,,,,"13000902",104130009
6,1,217,"217",58,"058",1,"01",10,10,10,"BUY CLOTH",18,,"BUY FOOD",82,,,,,,,,,,,,,,2,,20,,2,3,,20,,2,"21705801",106217058
7,133,259,"259",25,"025",8,"08",10,9,9,"BUY CLOTH",40,,"BUY FOOTWEAR",20,,"SAVE",40,,"BUY CHILDREN ITEMS",40,,"SPEND",20,,"BUY PERSONAL ITEMS",40,,5,,6,,2,6,,10,,2,"25902508",107259025
6,10,213,"213",68,"068",1,"01",10,10,10,"BUY CLOTH",40,0,"FOR FOOD",30,0,"BUY PETROL",30,0,,,,,,,,,,5,0,5,0,2,5,0,10,0,2,"21306801",106213068
6,102,207,"207",18,"018",2,"02",10,10,10,"BUY CLOTH",60,,"BUY SHOES",40,,,,,,,,,,,,,,5,,10,,1,15,,25,,1,"20701802",106207018
2,20,48,"048",22,"022",3,"03",10,10,10,"BUY CLOTH FOR USE",100,0,,,,,,,,,,,,,,,,2,0,6,0,2,,,,,,"04802203",102048022
7,128,252,"252",60,"060",2,"02",10,10,10,"BUY CLOTHE",50,,"GIVE TO CHILD",30,,"SLIPPERS",20,,,,,,,,,,,1,30,3,50,1,,,,,,"25206002",107252060
6,10,202,"202",69,"069",2,"02",10,10,10,"BUY CLOTHEN",20,,"FEES",50,,"POCKET MONEY",30,,,,,,,,,,,50,,60,,1,50,,80,,2,"20206902",106202069
5,73,142,"142",2,"002",3,"03",10,10,10,"BUY CLOTHENS",50,,"HOUSEKEEPING",50,,,,,,,,,,,,,,1,,2,,,2,,3,,1,"14200203",105142002
1,2,6,"006",56,"056",2,"02",10,10,10,"BUY CLOTHES",100,,,,,,,,,,,,,,,,,3,,4,,2,5,,6,,2,"00605602",101006056
6,1,217,"217",25,"025",3,"03",10,10,10,"BUY CLOTHES",10,,"BUY SHOES",20,,"GIVE TO PARENTS",70,,,,,,,,,,,10,,10,,2,10,,10,,2,"21702503",106217025
6,1,217,"217",26,"026",7,"07",10,10,10,"BUY CLOTHES",5,,"USE AS FEEDING MONEY",95,,,,,,,,,,,,,,5,,20,,2,5,,20,,2,"21702607",106217026
6,97,189,"189",46,"046",3,"03",10,10,10,"BUY CLOTHES",50,,"DAILY CONSUMPTION",50,,,,,,,,,,,,,,,,,,,,,,,,"18904603",106189046
1,2,6,"006",55,"055",1,"01",10,10,10,"BUY CLOTHES",20,,"BUY BICYCLE",50,,"REAR GOATS",30,,"SAVE AT BANK",100,,,,,,,,4,,7,,2,8,,12,,2,"00605501",101006055
3,43,95,"095",13,"013",3,"03",10,10,10,"BUY CLOTHES",100,,,,,,,,"BUY CLOTHES",100,,,,,,,,2,,6,,2,6,,6,,2,"09501303",103095013
2,29,41,"041",61,"061",3,"03",10,10,10,"BUY CLOTHES",50,,"INVEST IN EDUCATION",50,,,,,,,,,,,,,,,,,,,,,,,,"04106103",102041061
1,2,7,"007",28,"028",1,"01",10,10,7,"BUY CLOTHES",30,,"SAVE",30,,"GIVE TO WIFE",40,,"BUY CLOTHES",30,,"SAVE",30,,"FOR USE KEEPING MONEY",40,,5,,10,,2,5,,7,,2,"00702801",101007028
1,12,29,"029",23,"023",4,"04",,,,"BUY CLOTHES",100,0,,,,,,,"BUY SHOES",100,0,,,,,,,1,50,2,50,2,2,50,3,0,2,"02902304",101029023
6,1,217,"217",58,"058",2,"02",10,10,10,"BUY CLOTHES",50,,"BUY FOOD",50,,,,,,,,,,,,,,2,,20,,2,3,,20,,2,"21705802",106217058
1,2,7,"007",68,"068",2,"02",10,10,5,"BUY CLOTHES",50,,"BUY SHOE",20,,"BUY DRESSES",30,,"BUY CLOTHE",50,,"BUY SHOE",20,,"BUY DRESSES",30,,3,,5,,2,5,,10,,2,"00706802",101007068
1,2,6,"006",15,"015",3,"03",10,10,10,"BUY CLOTHES",10,,"BUY SCHOOL BOOKS",10,,"SAVE IT TO BUY FOOD",80,,,,,,,,,,,2,,3,,1,2,50,3,50,1,"00601503",101006015
6,100,197,"197",26,"026",3,"03",10,10,10,"BUY CLOTHES",100,,,,,,,,,,,,,,,,,5,,7,,2,8,,10,,2,"19702603",106197026
2,25,47,"047",11,"011",2,"02",10,10,10,"BUY CLOTHES & SHOES",50,,"BUY BOOKS FOR SCHOOL",50,,,,,,,,,,,,,,4,,4,,2,,,,,,"04701102",102047011
1,8,16,"016",144,"144",3,"03",10,10,10,"BUY CLOTHES FOR SALE",100,,,,,,,,,,,,,,,,,5,,5,,2,,,,,,"01614403",101016144
5,14,174,"174",40,"040",3,"03",10,10,10,"BUY CLOTHING",100,0,,,,,,,,,,,,,,,,1,0,5,0,2,5,0,10,0,2,"17404003",105174040
3,39,99,"099",15,"015",1,"01",,10,10,"BUY CLOTHING",20,,"BUY FOODSTUFFS",30,,"SAVE",50,,,,,,,,,,,1,,1,50,2,,,,,,"09901501",103099015
5,7,155,"155",30,"030",2,"02",10,10,10,"BUY CLOTHING",20,,"DAILY UPKEEP",30,,"SAVE",50,,,,,,,,,,,,,,,2,5,,10,,2,"15503002",105155030
3,38,100,"100",16,"016",2,"02",10,10,10,"BUY CLOTHING",40,,"BUY BOOKS",20,,"SAVE AT BANK",40,,,,,,,,,,,1,,2,,2,,,,,,"10001602",103100016
6,11,223,"223",68,"068",2,"02",10,10,10,"BUY CLOTHING",20,,"TAKE CARE OF KIDS",30,,"USE AS CAPITAL",50,,,,,,,,,,,2,,5,,2,3,,6,,2,"22306802",106223068
5,11,166,"166",52,"052",2,"02",10,10,10,"BUY CLOTHING",50,,"BUY UTENSILS",50,,,,,,,,,,,,,,3,,3,,2,,,,,2,"16605202",105166052
3,43,96,"096",51,"051",1,"01",,10,10,"BUY CLOTHING",50,,"FOOD",50,,,,,,,,,,,,,,3,,5,,2,,,,,,"09605101",103096051
5,9,161,"161",30,"030",1,"01",10,10,10,"BUY CLOTHING",30,,"SAVE",70,,,,,,,,,,,,,,,,,,2,,,,,2,"16103001",105161030
7,128,252,"252",23,"023",1,"01",,,10,"BUY CLOTHINGS",30,,"FOR DAILY CONSUMPTION",70,,,,,,,,,,,,,,,,,,,20,,30,,2,"25202301",107252023
8,148,298,"298",22,"022",1,"01",10,10,10,"BUY CLOTHINGS",50,,"CHILDREN'S EDUCATION",35,,"BUY QURAN",15,,,,,,,,,,,,,,,,,30,,30,1,"29802201",108298022
5,67,154,"154",11,"011",5,"05",10,10,10,"BUY CLOTHINGS",50,,"EDUCATION EXPENSES",50,,,,,,,,,,,,,,3,,4,,1,5,,6,,1,"15401105",105154011
6,10,211,"211",14,"014",1,"01",10,10,10,"BUY CLOTHINGS FOR CHILDREN",,,,,,,,,,,,,,,,,,7,,9,,2,10,,12,,2,"21101401",106211014
9,158,312,"312",42,"042",2,"02",,,,"BUY CLOTHS",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"31204202",109312042
9,158,312,"312",1,"001",1,"01",10,10,10,"BUY CLOTHS",100,,,,,,,,,,,,,,,,,,,,,,1,,2,50,2,"31200101",109312001
2,28,58,"058",15,"015",1,"01",10,5,5,"BUY CLOTHS",50,,"GIVE TO FRIEND",30,,"BUY SHOES",20,,,,,,,,,,,3,,5,,2,,,,,,"05801501",102058015
10,171,330,"330",23,"023",4,"04",10,10,10,"BUY CLOTHS",50,0,"BUY BICYCLE",50,0,,,,,,,,,,,,,,,,,,,,,,,"33002304",110330023
6,103,222,"222",16,"016",2,"02",10,10,10,"BUY CLOTHS",30,,"BUY CLOTHES",20,,"BUY FOOD",50,,,,,,,,,,,3,,3,,2,3,,3,,2,"22201602",106222016
7,112,241,"241",34,"034",3,"03",10,10,10,"BUY CLOTHS",50,,"SAVE FOR SCHOOL",50,,,,,,,,,,,,,,,,,,,2,,5,,2,"24103403",107241034
3,1,86,"086",29,"029",4,"04",10,10,10,"BUY CLOTHS",60,,"SAVE",20,,"BUY SHOES",20,,"BUY CLOTHS",70,,"INVEST WITH BANK",30,,,,,1,,1,50,2,2,,3,,2,"08602904",103086029
8,142,279,"279",18,"018",5,"05",10,10,10,"BUY CLPTHING",100,,,,,,,,,,,,,,,,,4,,6,,2,,,,,,"27901805",108279018
1,8,15,"015",49,"049",1,"01",,10,5,"BUY COCOA SEEDLING FOR PLANTING",67,,"FARM LABOURER",33,,,,,,,,,,,,,,6,,2,50,2,,,,,,"01504901",101015049
3,41,88,"088",19,"019",7,"07",10,10,10,"BUY COMPUTER",100,,,,,,,,"BUY COMPUTER",100,,,,,,,,,,,,1,5,,6,,2,"08801907",103088019
7,133,259,"259",27,"027",2,"02",10,5,5,"BUY COOKING POT",50,,"ANOTHER POT",40,,"RUBBER CONTAINER",10,,"COOKING POT",50,,"ANOTHER POT",40,,"RUBBER CONTAINERS",10,,5,,7,,2,5,,10,,2,"25902702",107259027
6,108,230,"230",64,"064",2,"02",10,10,10,"BUY COOKING UTENSIL",20,,"FARM",80,,,,,,,,,,,,,,3,,3,,2,4,,4,,2,"23006402",106230064
1,1,8,"008",74,"074",2,"02",10,10,10,"BUY COSMETIC FOR SALE",100,,,,,,,,,,,,,,,,,2,,2,,1,,,,,,"00807402",101008074
1,1,8,"008",21,"021",1,"01",10,9,7,"BUY COSMETIC FOR SALE",100,,,,,,,,,,,,,,,,,5,,10,,2,,,,,,"00802101",101008021
10,167,340,"340",17,"017",3,"03",10,10,10,"BUY COW",50,,"BUY ZINC",50,,,,,,,,,,,,,,,,,,,,,,,,"34001703",110340017
1,5,4,"004",32,"032",2,"02",10,10,10,"BUY CREDIT CARDS FOR RETAIL",100,,,,,,,,,,,,,,,,,3,,5,,2,,,,,,"00403202",101004032
1,17,24,"024",39,"039",4,"04",10,10,7,"BUY DRESS",20,,"BUY SHOE",30,,"SAVE",50,,"BUY DRESS",20,,"BUY SHOE",30,,"SAVE",50,,3,,5,,2,5,,10,,2,"02403904",101024039
3,44,89,"089",5,"005",3,"03",10,10,10,"BUY DRESS",100,,,,,,,,"BUY DRESS",100,,,,,,,,6,,3,,2,4,,6,,2,"08900503",103089005
6,96,199,"199",32,"032",2,"02",10,10,10,"BUY DRESS",50,,"BUY CLOTH",30,,"DO HAIR",20,,,,,,,,,,,5,,8,,2,15,,20,,1,"19903202",106199032
1,2,28,"028",21,"021",3,"03",10,10,10,"BUY DRESS",20,,"DAILY CONSUMPTION",80,,,,,"GIVE TO MOTHER",100,,,,,,,,1,50,2,,1,2,,3,,1,"02802103",101028021
6,102,208,"208",80,"080",2,"02",10,10,10,"BUY DRESS",40,0,"FOR FOOD",40,0,"SAVE",20,0,,,,,,,,,,3,0,3,0,2,5,0,5,0,2,"20808002",106208080
6,102,207,"207",33,"033",4,"04",10,10,10,"BUY DRESS",30,,"BUY SHOES",30,,"INVEST IN EDUCATION",40,,,,,,,,,,,3,50,7,,1,10,,20,,2,"20703304",106207033
6,102,207,"207",46,"046",4,"04",10,10,10,"BUY DRESS",40,,"BUY SHOES",30,,"BUY BAG",30,,,,,,,,,,,10,,15,,2,20,,30,,2,"20704604",106207046
6,102,208,"208",59,"059",3,"03",10,10,9,"BUY DRESS",30,0,"BUY SHOE",20,0,"BUY BAG",50,0,,,,,,,,,,2,0,3,0,2,4,0,4,0,2,"20805903",106208059
6,102,207,"207",38,"038",2,"02",10,10,10,"BUY DRESS",40,,"BUY SHOES",30,,"BUY BAGS",30,,,,,,,,,,,10,,15,,1,20,,30,,2,"20703802",106207038
3,1,84,"084",62,"062",2,"02",10,10,10,"BUY DRESS",,,,,,,,,"BUY DRESS",,,,,,,,,5,,3,,2,10,,10,,2,"08406202",103084062
6,99,231,"231",6,"006",6,"06",10,10,10,"BUY DRESS",20,,"BUY SHOE",30,,"FOR FOOD",50,,,,,,,,,,,3,,3,,2,4,,5,,2,"23100606",106231006
6,10,204,"204",3,"003",2,"02",10,7,7,"BUY DRESS",30,,"SAVE",50,,"FOR FOOD",20,,,,,,,,,,,3,,4,,2,4,,10,,2,"20400302",106204003
6,99,231,"231",6,"006",5,"05",10,10,10,"BUY DRESS",30,,"SAVE",30,,"FOR FOOD",40,,,,,,,,,,,2,,3,,2,5,,5,,2,"23100605",106231006
6,10,204,"204",4,"004",3,"03",10,8,5,"BUY DRESS",50,,"PAY FEES",40,,"FOR FOOD",10,,,,,,,,,,,3,,5,,2,5,,10,,2,"20400403",106204004
5,14,168,"168",71,"071",3,"03",10,10,10,"BUY DRESS",50,,"DAILY UP KEEP",50,,,,,,,,,,,,,,5,,5,,2,10,,10,,2,"16807103",105168071
1,12,29,"029",29,"029",2,"02",10,10,10,"BUY DRESS AND SHOES",100,0,,,,,,,"GIVE TO MOTHER",100,0,,,,,,,2,50,3,0,2,3,0,3,5,2,"02902902",101029029
1,12,29,"029",39,"039",3,"03",10,10,10,"BUY DRESSES",50,0,"BUY SHOES",50,0,,,,"GIVE TO MOTHER",100,0,,,,,,,1,50,2,0,1,2,0,2,50,1,"02903903",101029039
7,8,260,"260",9,"009",1,"01",,,,"BUY DRUGS",30,,"BUY FOOD",30,,"CEMENT FOR REPAIRS",40,,"TO BUY FOOD",20,,"TO BUY 1 CLOTH",20,,"TO BUY CEMENT FOR REPAIRS",60,,10,,20,,2,20,,40,,2,"26000901",107260009
7,112,241,"241",51,"051",1,"01",10,10,10,"BUY DRUGS FOR SPRAYING CROPS",60,,"SAVE FOR FEEDING",40,,,,,,,,,,,,,,,,,,,3,,5,,2,"24105101",107241051
1,5,4,"004",27,"027",1,"01",10,10,10,"BUY DVD PLAYER",100,,,,,,,,,,,,,,,,,2,,4,,2,,,,,,"00402701",101004027
1,2,28,"028",34,"034",2,"02",10,10,10,"BUY EDUCATIONAL MATERIAL",100,,,,,,,,"SAVE AT BANK",100,,,,,,,,1,,2,,2,1,50,2,50,2,"02803402",101028034
1,2,6,"006",9,"009",1,"01",10,10,9,"BUY EDUCATIONAL MATERIALS",40,,"START SMALL BUSINESS",35,,"SAVE FOR UNFORSEEN EVENTS",,,"BUY EDUCATIONAL MATERIALS",40,,"START SMALL BUSINESS",35,,"SAVE FOR UNFORSEEN EVENTS",25,,1,,2,,2,1,50,3,,2,"00600901",101006009
2,2,35,"035",1,"001",4,"04",,,,"BUY ELECTRIC MACHINE",100,,,,,,,,,,,,,,,,,,,,,,3,,8,,2,"03500104",102035001
2,2,35,"035",18,"018",1,"01",10,10,10,"BUY EQUIPMENT FOR BUSINESS",100,,,,,,,,,,,,,,,,,,,,,,2,,3,,2,"03501801",102035018
9,156,317,"317",85,"085",4,"04",10,10,10,"BUY EXERCISE BOOKS",5,0,"BUY DRESS",10,0,"BUY FOODSTUFF",85,0,,,,,,,,,,5,0,10,0,1,10,0,20,0,1,"31708504",109317085
1,10,19,"019",12,"012",1,"01",,10,10,"BUY FARM CHEMICAL",100,,,,,,,,"BUY FARM CHEMICAL",100,,,,,,,,5,,10,,2,10,,15,,2,"01901201",101019012
6,100,197,"197",25,"025",1,"01",10,10,10,"BUY FARM INPUTS",100,,,,,,,,,,,,,,,,,5,,6,,2,7,,8,,2,"19702501",106197025
1,10,17,"017",11,"011",1,"01",10,10,10,"BUY FARM INPUTS",100,,,,,,,,"FARM MAINTENANCE",100,,,,,,,,2,,3,,2,3,,4,,2,"01701101",101017011
6,100,197,"197",25,"025",2,"02",10,10,10,"BUY FARM INPUTS",100,,,,,,,,,,,,,,,,,3,,5,,2,5,,6,,2,"19702502",106197025
6,100,197,"197",26,"026",2,"02",10,10,10,"BUY FARM INPUTS",50,,"FEED FAMILY",50,,,,,,,,,,,,,,4,,5,,2,5,,7,,2,"19702602",106197026
1,2,28,"028",8,"008",1,"01",10,10,10,"BUY FARM INPUTS",100,,,,,,,,"FOR MEDICAL EXPENSES",100,,,,,,,,1,50,2,,2,2,,2,50,2,"02800801",101028008
1,2,28,"028",35,"035",1,"01",10,10,10,"BUY FARM INPUTS",100,,,,,,,,"BUY FARM INPUTS",100,,,,,,,,1,,2,,2,2,,3,,2,"02803501",101028035
1,17,24,"024",50,"050",1,"01",10,10,10,"BUY FARM INPUTS",100,,,,,,,,"BUY FARM INPUTS",100,,,,,,,,5,,8,,2,8,,10,,2,"02405001",101024050
1,17,24,"024",42,"042",1,"01",10,10,8,"BUY FARM INPUTS",100,,,,,,,,"BUY FARM INPUTS",100,,,,,,,,4,,6,,2,8,,10,,2,"02404201",101024042
1,12,30,"030",5,"005",1,"01",10,10,9,"BUY FARM INPUTS",100,,,,,,,,"BUY FARM INPUTS",100,,,,,,,,3,,6,,2,4,,7,,2,"03000501",101030005
6,97,189,"189",6,"006",1,"01",,10,10,"BUY FARM INPUTS",,,,,,,,,,,,,,,,,,,,,,2,,,,,2,"18900601",106189006
1,10,17,"017",4,"004",1,"01",10,10,10,"BUY FARM INPUTS",100,,,,,,,,"FARM MAINTENANCE",100,,,,,,,,1,50,2,50,2,3,,3,50,2,"01700401",101017004
1,12,30,"030",43,"043",1,"01",10,8,5,"BUY FARM INPUTS",100,,,,,,,,"BUY FARM INPUTS",100,,,,,,,,3,,5,,2,5,,7,,2,"03004301",101030043
3,41,88,"088",4,"004",1,"01",,,,"BUY FERTILIZER",50,,"BUY MAIZE",50,,,,,,,,,,,,,,1,50,3,,2,,,,,,"08800401",103088004
1,17,24,"024",16,"016",1,"01",4,0,0,"BUY FERTILIZER",100,,,,,,,,"BUY FERTILIZER",100,,,,,,,,4,,6,,2,10,,12,,2,"02401601",101024016
1,1,3,"003",5,"005",1,"01",10,10,10,"BUY FISH AND SELL",100,,,,,,,,"SAVE",100,,,,,,,,2,,2,50,2,3,,3,50,2,"00300501",101003005
1,12,29,"029",39,"039",1,"01",10,10,10,"BUY FISH AND SELL",100,0,,,,,,,"BUY FRIDGE FOR MY BUSINESS",100,0,,,,,,,1,50,2,50,2,2,50,3,0,2,"02903901",101029039
1,5,4,"004",16,"016",2,"02",10,10,10,"BUY FISH FOR ENTERPRISE",100,,,,,,,,,,,,,,,,,3,,5,,2,,,,,,"00401602",101004016
2,31,38,"038",18,"018",3,"03",5,4,3,"BUY FISH FOR SALE",100,,,,,,,,,,,,,,,,,5,,1,50,2,,,,,,"03801803",102038018
1,8,16,"016",149,"149",1,"01",,,5,"BUY FISH FOR SALE",100,,,,,,,,,,,,,,,,,4,,4,50,1,,,,,,"01614901",101016149
1,13,10,"010",57,"057",1,"01",,4,3,"BUY FISHES TO SELL",60,,"GIVE TO MY DAUGHTER",40,,,,,,,,,,,,,,,,,,,2,,3,,2,"01005701",101010057
4,54,106,"106",33,"033",1,"01",10,10,9,"BUY FISHING NET",100,,,,,,,,,,,,,,,,,6,,10,,2,10,,15,,2,"10603301",104106033
8,149,306,"306",5,"005",3,"03",10,10,10,"BUY FOES FOR SALE",100,,,,,,,,,,,,,,,,,3,30,3,30,1,3,30,1,,1,"30600503",108306005
6,11,223,"223",72,"072",1,"01",10,10,10,"BUY FOOD",50,,"SAVE",50,,,,,,,,,,,,,,2,,4,,2,5,,8,,2,"22307201",106223072
7,112,246,"246",15,"015",1,"01",10,10,10,"BUY FOOD",100,,,,,,,,,,,,,,,,,1,50,3,,2,,,,,,"24601501",107246015
9,158,312,"312",51,"051",3,"03",10,10,,"BUY FOOD",50,,"START BUSINESS",50,,,,,,,,,,,,,,,,,,,,,,,,"31205103",109312051
7,112,241,"241",34,"034",1,"01",10,10,10,"BUY FOOD",60,,"BUY CLOTH",40,,,,,,,,,,,,,,,,,,,3,,6,,2,"24103401",107241034
8,148,298,"298",30,"030",2,"02",,10,10,"BUY FOOD",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"29803002",108298030
6,99,231,"231",36,"036",1,"01",10,10,4,"BUY FOOD",40,,"FARMING",40,,"SAVE",20,,,,,,,,,,,2,,4,,2,3,,5,,2,"23103601",106231036
6,86,224,"224",55,"055",1,"01",10,10,3,"BUY FOOD",50,,"SAVE",50,,,,,,,,,,,,,,2,,3,,2,2,,3,,2,"22405501",106224055
8,148,298,"298",25,"025",1,"01",,,6,"BUY FOOD",100,,,,,,,,,,,,,,,,,,20,,70,1,,30,1,30,1,"29802501",108298025
4,3,102,"102",29,"029",1,"01",4,2,1,"BUY FOOD",10,,"CLOTHING",30,,"CAPITAL",60,,,,,,,,,,,6,,10,,2,10,,15,,2,"10202901",104102029
6,108,229,"229",2,"002",3,"03",10,10,10,"BUY FOOD",100,,,,,,,,,,,,,,,,,,,,,1,,,,,1,"22900203",106229002
10,166,336,"336",4,"004",1,"01",,,10,"BUY FOOD",80,,"CHILDREN EDUCATION",20,,,,,,,,,,,,,,,,,,,,,,,,"33600401",110336004
10,166,336,"336",4,"004",2,"02",,10,10,"BUY FOOD",60,,"BUY CLOTHING",40,,,,,,,,,,,,,,,,,,,,,,,,"33600402",110336004
3,43,95,"095",78,"078",2,"02",10,10,10,"BUY FOOD",100,,,,,,,,"BUY FOOD FOR HOUSE",100,,,,,,,,5,,6,,2,6,,7,,2,"09507802",103095078
1,2,6,"006",15,"015",2,"02",10,10,10,"BUY FOOD FOR MY PIGS",50,,"BUY INSECTICIDES FOR FARM",30,,"USE IT AS CHOP MONEY",20,,,,,,,,,,,2,,2,50,2,3,,3,50,2,"00601502",101006015
8,149,306,"306",2,"002",2,"02",10,10,5,"BUY FOOD STUFF",80,,"START BUSINESS",20,,,,,,,,,,,,,,,,,,,,,,,,"30600202",108306002
8,149,306,"306",3,"003",4,"04",4,5,5,"BUY FOOD STUFF",40,,"EDUCATION",30,,"BUY LIVESTOCK",30,,,,,,,,,,,,,,,,,,,,,"30600304",108306003
8,149,306,"306",3,"003",2,"02",,10,10,"BUY FOOD STUFFS",40,,"HEALTH",30,,"EDUCATION",30,,,,,,,,,,,,,,,,,,,,,"30600302",108306003
9,157,315,"315",1,"001",2,"02",10,10,10,"BUY FOODSTAFF",30,,"START  INGREDIENT BU",20,70,,,,,,,,,,,,,,,,,,,,,,,"31500102",109315001
9,157,316,"316",2,"002",1,"01",10,10,10,"BUY FOODSTAFF",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"31600201",109316002
10,171,330,"330",4,"004",2,"02",10,10,5,"BUY FOODSTAFF",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,"33000402",110330004
9,158,314,"314",2,"002",6,"06",,9,3,"BUY FOODSTUFF",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"31400206",109314002
9,158,314,"314",2,"002",2,"02",,10,5,"BUY FOODSTUFF",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"31400202",109314002
10,169,329,"329",15,"015",2,"02",10,10,0,"BUY FOODSTUFF",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"32901502",110329015
10,169,331,"331",14,"014",2,"02",10,10,10,"BUY FOODSTUFF",10,,"START A BUSINESS",80,,"INVEST IN FARMING",10,,,,,,,,,,,,,,,,,,,,,"33101402",110331014
10,169,329,"329",79,"079",1,"01",10,10,10,"BUY FOODSTUFF",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"32907901",110329079
9,156,317,"317",24,"024",1,"01",10,10,6,"BUY FOODSTUFF",60,0,"INGREDIENTS",40,,,0,0,,,,,,,,,,1,50,2,0,2,3,0,3,0,1,"31702401",109317024
10,166,336,"336",16,"016",2,"02",10,10,10,"BUY FOODSTUFF",50,,"BUY SCHOOL ITEMS",50,,,,,,,,,,,,,,,,,,,,,,,,"33601602",110336016
9,158,312,"312",51,"051",1,"01",10,10,,"BUY FOODSTUFF",60,,"GIVE TO WIFE",20,,"GIVE TO MOTHER",20,,,,,,,,,,,3,,6,,1,5,,10,,1,"31205101",109312051
8,147,273,"273",38,"038",1,"01",5,4,1,"BUY FOODSTUFF",50,,"BUY SOUP INGREDIENT",50,,,,,,,,,,,,,,,,,,,,,,,,"27303801",108273038
9,158,314,"314",4,"004",2,"02",10,10,5,"BUY FOODSTUFF",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"31400402",109314004
10,166,336,"336",6,"006",1,"01",10,10,10,"BUY FOODSTUFF",50,,"BUY ANIMALS",50,,,,,,,,,,,,,,,,,,,,,,,,"33600601",110336006
9,158,313,"313",3,"003",1,"01",10,10,10,"BUY FOODSTUFF",100,,,,,,,,,,,,,,,,,,,,,1,,,,,,"31300301",109313003
9,158,314,"314",14,"014",1,"01",10,10,10,"BUY FOODSTUFF",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"31401401",109314014
10,166,333,"333",16,"016",2,"02",10,10,10,"BUY FOODSTUFF",50,,"BUY SHEA NUT",50,,,,,,,,,,,,,,,,,,,,,,,,"33301602",110333016
10,167,340,"340",17,"017",2,"02",,10,10,"BUY FOODSTUFF",80,,"INGREDIENT",20,,,,,,,,,,,,,,,,,,,,,,,,"34001702",110340017
10,171,330,"330",8,"008",1,"01",10,10,10,"BUY FOODSTUFF",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,"33000801",110330008
9,158,314,"314",5,"005",1,"01",10,10,10,"BUY FOODSTUFF",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"31400501",109314005
10,169,332,"332",2,"002",7,"07",10,10,10,"BUY FOODSTUFF",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,"33200207",110332002
9,158,314,"314",5,"005",2,"02",10,10,10,"BUY FOODSTUFF",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"31400502",109314005
10,166,335,"335",49,"049",2,"02",10,5,2,"BUY FOODSTUFF",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"33504902",110335049
10,169,332,"332",20,"020",2,"02",10,10,10,"BUY FOODSTUFF FOR SALE",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,"33202002",110332020
