"id1","id2","id3","id4","s4avi1_plotno","s4avi_a161i","s4avi_a162","s4avi_a163","s4avi_a164i","s4avi_a164ii","s4avi_a165i","s4avi_a165ii","s4avi_a166","s4avi_a167i","s4avi_a167ii","s4avi_a168i","s4avi_a168ii","s4avi_a169i","s4avi_a169ii","s4avi_a169iii","s4avi_a169iv","s4avi_a170i","s4avi_a170","s4avi_a171","s4avi_a172i","s4avi_a172ii","s4avi_a173i","s4avi_a173ii","s4avi_a174","s4avi_a175i","s4avi_a175ii","s4avi_a176i","s4avi_a176ii","s4avi_a177i","s4avi_a177ii","s4avi_a177iii","s4avi_a177iv","s4avi_a178i","s4avi_a178","s4avi_a179","s4avi_a180i","s4avi_a180ii","s4avi_a181i","s4avi_a181ii","s4avi_a182","s4avi_a183i","s4avi_a183ii","s4avi_a184i","s4avi_a184ii","s4avi_a185i","s4avi_a185ii","s4avi_a185iii","s4avi_a185iv","s4avi_a186i","s4avi_a186","s4avi_a187","s4avi_a188i","s4avi_a188ii","s4avi_a189i","s4avi_a189ii","s4avi_a190","s4avi_a191i","s4avi_a191ii","s4avi_a192i","s4avi_a192ii","s4avi_a193i","s4avi_a193ii","s4avi_a193iii","s4avi_a193iv","s4avi_a194i","s4avi_a194","s4avi_a195","s4avi_a196i","s4avi_a196ii","s4avi_a197i","s4avi_a197ii","s4avi_a198","s4avi_a199i","s4avi_a199ii","s4avi_a200i","s4avi_a200ii","s4avi_a201i","s4avi_a201ii","s4avi_a201iii","s4avi_a201iv","hhno"
5,12,169,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169015
5,12,169,15,3,7,1,3,3,15,21,0,1,3,15,6,0,5,,,,33,1,3,3,15,21,0,1,3,15,6,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169015
5,12,169,16,2,16,2,,,,,,,,,,,,,,,27,1,3,3,15,19,50,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169016
5,12,169,16,1,16,1,2,2,19,50,0,3,,,,,19,,,,27,1,3,3,15,19,50,3,,,,,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169016
5,12,169,17,2,16,1,2,2,18,200,0,3,,,,,19,,,,15,1,2,2,18,100,0,3,,,,,19,,,,33,1,3,4,15,28,0,3,,,,,19,6,,,7,1,3,9,15,99,0,3,,,,,19,6,,,,,,,,,,,,,,,,,,,105169017
5,12,169,17,1,16,1,2,2,18,200,0,3,,,,,19,,,,15,1,2,2,18,100,0,3,,,,,19,,,,33,1,3,4,15,28,0,3,,,,,19,6,,,7,1,3,8,15,88,0,3,,,,,19,6,,,,,,,,,,,,,,,,,,,105169017
5,12,169,23,1,72,1,3,2,15,15,0,3,,,,,5,19,,,28,1,3,2,15,15,0,3,,,,,5,19,,,16,1,2,1,18,50,0,3,,,,,19,,,,16,1,2,1,18,50,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,105169023
5,12,169,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169023
5,12,169,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169023
5,12,169,24,1,28,1,3,10,15,75,0,2,1,15,26,0,5,19,29,8,72,1,3,4,15,60,0,3,,,,,5,8,19,29,33,1,3,5,15,37,50,3,,,,,8,5,19,29,16,1,2,2,18,100,0,2,1,18,5,0,19,,,,15,1,2,2,18,90,0,3,,,,,19,,,,105169024
5,12,169,27,1,15,1,2,2,18,100,0,3,,,,,19,,,,16,1,2,2,18,100,0,3,,,,,19,,,,65,1,3,1,7,84,0,3,,,,,19,5,,,74,1,3,1,7,84,0,3,,,,,19,5,,,,,,,,,,,,,,,,,,,105169027
5,12,169,32,3,15,1,2,1,19,25,0,3,,,,,27,,,,16,1,2,1,19,25,0,3,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169032
5,12,169,32,2,15,2,,,,,,,,,,,,,,,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169032
5,12,169,32,1,15,1,2,1,18,50,0,3,,,,,19,,,,16,1,2,1,18,50,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169032
5,12,169,32,4,15,1,2,1,19,25,0,3,,,,,23,,,,16,1,2,1,18,25,0,3,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169032
5,12,169,35,2,28,1,3,2,15,15,0,3,,,,,19,,,,15,1,2,22.5,14,15,0,3,,,,,19,,,,16,1,2,30,14,20,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169035
5,12,169,35,1,28,1,3,10,15,75,0,3,,,,,19,5,,,15,1,2,90,14,60,0,3,,,,,19,,,,16,1,2,60,14,50,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169035
5,12,169,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169036
5,12,169,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169036
5,12,169,36,5,15,1,2,3,19,150,0,3,,,,,19,,,,16,1,2,2,19,140,0,3,,,,,19,,,,27,1,3,6,15,45,0,3,,,,,19,5,,,74,1,3,9,15,67,50,3,,,,,19,5,,,,,,,,,,,,,,,,,,,105169036
5,12,169,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169036
5,12,169,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169036
5,12,169,38,1,7,1,3,12,15,84,,3,,,,,19,5,,,15,1,2,4,19,220,,3,,,,,19,,,,33,1,3,3,15,27,,3,,,,,19,5,,,16,1,2,3,19,165,,2,1.5,19,87,,19,,,,,,,,,,,,,,,,,,,,105169038
5,12,169,38,2,7,1,3,10,15,70,,3,,,,,19,5,,,15,1,2,3,19,165,,3,,,,,19,,,,33,1,3,2,15,18,,3,,,,,19,5,,,16,1,2,2,19,110,,2,1,19,58,,19,,,,,,,,,,,,,,,,,,,,105169038
5,12,170,1,3,,2,,,,,,,,,,,,,,,49,1,3,1,15,7,50,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170001
5,12,170,1,4,,2,,,,,,,,,,,,,,,49,1,3,1,15,7,50,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170001
5,12,170,1,2,,2,,,,,,,,,,,,,,,49,1,3,2,15,15,0,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170001
5,12,170,1,1,,1,2,1,18,40,0,3,,,,,19,,,,49,1,3,4,15,30,0,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170001
5,12,170,8,3,,2,,,,,,,,,,,,,,,33,1,3,2,15,14,0,3,,,,,,,,,15,2,,,,,,,,,,,,,,,65,1,3,2,15,14,0,3,,,,,19,5,,,16,1,2,1,19,50,0,2,0.5,19,24,0,19,,,,105170008
5,12,170,8,2,,2,,,,,,,,,,,,,,,33,1,3,2,15,14,0,3,,,,,,,,,15,2,,,,,,,,,,,,,,,65,1,3,2,15,14,0,3,,,,,19,5,,,16,1,2,1,19,50,0,2,0.5,19,24,0,19,,,,105170008
5,12,170,8,1,7,1,3,1,15,7,50,3,,,,,19,5,,,33,1,3,1,15,6,50,3,,,,,19,,,,15,1,2,25,14,30,0,3,,,,,19,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,105170008
5,12,170,11,1,27,1,3,6,15,45,0,3,,,,,,,,,49,1,3,3,15,27,0,3,,,,,19,5,,,16,1,2,50,14,45,0,3,,,,,19,,,,15,1,2,4,6,10,0,3,,,,,27,,,,,1,2,5,6,10,0,3,,,,,37,,,,105170011
5,12,170,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170011
5,12,170,12,2,16,,2,75,14,75,0,3,,,,,,,,,,2,,,,,,,,,,,,,,,49,1,3,39,0,,,3,,,,,,,,,27,1,3,6,15,45,0,3,,,,,,,,,,,,,,,,,,,,,,,,,105170012
5,12,170,12,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170012
5,12,170,12,1,16,,2,25,14,25,0,3,,,,,,,,,,2,,,,,,,,,,,,,,,49,1,3,13,0,,,3,,,,,,,,,27,1,3,2,15,15,0,3,,,,,,,,,,,,,,,,,,,,,,,,,105170012
5,12,170,12,4,16,,2,12.5,14,13,0,3,,,,,,,,,15,1,2,50,14,50,0,3,,,,,37,,,,49,1,3,13,0,,,3,,,,,,,,,27,1,3,2,15,15,0,3,,,,,,,,,16,1,2,25,14,25,0,3,,,,,37,,,,105170012
5,12,170,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170019
5,12,170,19,1,28,1,3,2,15,16,0,3,,,,,,,,,27,1,3,1,15,7,0,3,,,,,,,,,49,1,3,1,15,6,0,3,,,,,,,,,,1,2,12.5,14,10,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,105170019
5,12,170,21,1,28,1,3,5,15,35,0,3,,,,,,,,,,1,3,3,15,25,50,3,,,,,,,,,16,1,2,1,14,50,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170021
5,12,170,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170021
5,12,170,21,2,28,1,3,2.5,15,17,50,3,,,,,,,,,,1,3,1.5,15,12,75,3,,,,,,,,,16,1,2,0.5,14,25,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170021
5,12,170,22,1,28,1,3,2,15,14,0,3,,,,,,,,,,1,3,5,15,7,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170022
5,12,170,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170022
5,12,170,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170025
5,12,170,25,2,28,,3,3,15,21,0,3,,,,,5,19,,,49,1,3,2,15,,,3,,,,,5,19,,,16,1,2,0.5,18,12,50,1,0.5,18,12,50,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170025
5,12,170,25,1,28,,3,2,15,14,0,3,,,,,5,19,,,49,1,3,1,15,,,3,,,,,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170025
5,12,170,30,1,28,1,3,2,15,13,0,3,,,,,19,37,5,,49,1,3,1,15,6,50,3,,,,,19,37,5,,16,1,2,1,18,40,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170030
5,12,170,35,2,28,1,3,0.5,15,3,0,3,,,,,5,37,,,49,1,,0.5,15,1,75,3,,,,,37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170035
5,12,170,35,1,28,1,3,2,15,12,0,3,,,,,19,5,,,49,1,3,1,15,3,50,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170035
5,12,170,36,1,28,1,3,0.5,15,3,50,3,,,,,5,19,,,49,1,3,0.5,15,3,25,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170036
5,12,170,36,2,28,1,3,0.5,15,3,50,3,,,,,5,19,,,49,1,3,0.5,15,3,25,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170036
5,12,170,37,3,27,1,3,2,15,13,0,3,,,,,19,,,,49,1,3,1,15,7,50,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170037
5,12,170,37,1,27,1,3,4,15,26,0,3,,,,,19,,,,49,1,3,1,15,7,50,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170037
5,12,170,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105170037
5,13,171,3,1,7,1,3,6,15,6,30,3,,,,,22,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,105171003
5,13,171,3,2,7,1,3,10,15,6,30,3,,,,,5,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,105171003
5,13,171,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105171003
5,13,171,4,1,30,1,3,1,15,8,50,2,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105171004
5,13,171,10,1,7,1,3,2,15,7,50,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105171010
5,13,171,25,1,7,1,3,4,15,28,0,3,,,,,19,,,,,1,3,5,15,28,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105171025
5,13,171,29,1,7,1,3,2,15,7,0,3,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105171029
5,14,173,1,2,15,1,2,3,19,90,,1,3,18,90,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173001
5,14,173,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173001
5,14,173,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173001
5,14,173,3,1,58,1,3,1,15,7,50,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173003
5,14,173,32,1,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173032
5,14,173,32,2,59,1,3,4,15,40,,3,,,,,19,,,,7,1,3,2,15,24,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105173032
5,14,174,52,1,17,1,3,4,15,28,0,3,,,,,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105174052
5,14,174,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105174053
5,14,174,53,1,54,1,3,4,15,48,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105174053
5,14,174,54,1,65,1,3,10,15,100,0,3,,,,,19,,,,15,1,2,4,19,100,0,3,,,,,19,,,,16,1,2,2,19,50,0,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105174054
5,15,176,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176003
5,15,176,3,1,,1,5,1,15,50,,3,,,,,6,,,,,1,5,1,15,8,,3,,,,,6,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176003
5,15,176,3,3,,1,3,2,15,8,,3,,,,,29,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176003
5,15,176,3,2,,1,3,2,15,8,,3,,,,,5,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176003
5,15,176,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176005
5,15,176,5,3,,1,2,2,15,110,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176005
5,15,176,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176005
5,15,176,5,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105176005
5,15,177,2,1,55,1,3,3,15,36,,3,,,,,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105177002
5,15,177,2,2,55,1,3,2,15,24,,3,,,,,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105177002
5,15,177,4,1,,1,3,5,15,60,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105177004
5,15,177,10,1,17,1,3,10,15,80,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105177010
5,15,177,13,1,33,1,3,4,15,48,,,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105177013
5,15,177,27,1,55,1,3,4,15,48,,3,,,,,19,5,14,23,104,1,2,3,15,15,,3,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105177027
5,15,177,28,1,,1,3,1,15,12,,3,,,,,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105177028
5,15,177,39,1,83,1,3,6,15,60,,3,,,,,19,30,,,16,1,2,0.699999988079071,19,14,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105177039
5,15,177,39,2,83,1,3,4,15,40,,3,,,,,19,14,,,16,1,2,0.300000011920929,19,6,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105177039
5,66,172,3,3,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172003
5,66,172,3,4,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172003
5,66,172,3,1,22,1,3,10,5,80,0,3,,,,,19,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172003
5,66,172,3,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172003
5,66,172,16,2,22,1,3,1,5,7,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172016
5,66,172,16,1,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172016
5,66,172,31,1,,1,3,3,15,27,,3,19,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172031
5,66,172,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172031
5,66,172,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172031
5,66,172,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172031
5,66,172,33,2,28,1,3,1,5,8,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172033
5,66,172,33,1,28,1,3,2,5,16,,3,,,,,19,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172033
5,66,172,34,2,27,2,,,,,,,,,,,,,,,17,2,,,,,,,,,,,,,,,15,1,2,1,18,27,50,3,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172034
5,66,172,34,1,27,1,3,5,5,400,,3,,,,,19,,,,17,1,3,2,43,13,,3,,,,,19,,,,15,1,2,2,18,82,50,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105172034
5,67,149,13,1,22,1,3,1,15,8,,3,,,,,29,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149013
5,67,149,13,2,22,1,3,2,15,16,,3,,,,,29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149013
5,67,149,15,1,,1,2,6,5,60,,3,6,5,60,,6,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149015
5,67,149,29,1,,1,3,4,,32,,3,,,,,6,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149029
5,67,149,29,2,,1,3,2,,16,,3,,,,,29,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149029
5,67,149,43,1,1,1,2,2,15,30,,2,1,15,15,,6,,,,18,1,4,2,15,22,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149043
5,67,149,44,1,1,1,2,3,15,45,,2,1.5,15,22,50,6,,,,18,1,4,3,15,33,,2,1.5,15,16,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149044
5,67,149,44,2,1,1,2,2,15,30,,2,1,15,15,,6,,,,18,1,4,2,15,22,,2,1,15,11,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149044
5,67,149,46,1,1,1,2,2,15,30,,2,1,15,15,,6,,,,18,1,4,2,15,22,,2,1,15,11,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149046
5,67,149,49,1,1,1,2,3,15,45,,2,1,15,15,,6,,,,18,1,4,2,15,12,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149049
5,67,149,67,3,19,1,4,1,19,10,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149067
5,67,149,67,2,19,1,4,1,19,10,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149067
5,67,149,67,1,19,1,4,1,19,10,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149067
5,67,149,69,2,18,1,4,20,5,260,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149069
5,67,149,69,1,18,1,4,20,5,260,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149069
5,67,149,122,1,,1,1,0.5,55,10,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105149122
5,67,150,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105150017
5,67,150,17,1,1,,2,,,,,1,,,,,6,,,,18,1,4,1,5,9,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105150017
5,67,150,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105150033
